C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1255-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyFinger	EasyKey	ExperimentVersion	Group	HardFinger	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	5	3.04	0	1	1845				12	Lose	Trials	0.165	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	6	1.42	0	1	1746				50	Lose	Trials	0.1505667	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	7	2.86	1	1	4284				50	Lose	Trials	0.16798	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	8	3.22	1	1	3848				88	Win	Trials	0.17599	4	1	4	3.22
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	9	1.78	0	1	1829				12	Lose	Trials	0.145	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815	1255	1	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">6750418221308</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-07-06T14:33:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1255-1	60.010	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	-1269617521	Professional	2.0.10.356	2.0.10.356	07-06-2021	7/6/2021 2:33:34 PM	10:33:34	2.0.10.252	10	1.96	0	1	2387				88	Win	Trials	0.1661333	6	1	6	1
